ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Token Count,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
0,jamba-1.5-large,25.663524583s,36.083129959s,1,170694,65588,37910,https://final-escape.com/berlin/,Final Escape Berlin,Prison Break,"Trapped inside a high-security prison, you must use your wits and teamwork to escape before the guards catch you.",2,6,60,/berlin/live-escape-game-prison-break-2/#fe-buchen,/berlin/live-escape-game-prison-break-2/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/cloud.png,Prison,medium,false,
0,jamba-1.5-large,25.663524583s,36.083129959s,1,170694,65588,37910,https://final-escape.com/berlin/,Final Escape Berlin,Blutiges Erwachen,You wake up in a mysterious room with no memory of how you got there. Can you solve the puzzles and escape before it's too late?,3,6,60,/berlin/live-escape-game-blutiges-erwachen/#fe-buchen,/berlin/live-escape-game-blutiges-erwachen/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/cloud.png,Crime,hard,false,
0,jamba-1.5-large,25.663524583s,36.083129959s,1,170694,65588,37910,https://final-escape.com/berlin/,Final Escape Berlin,The Puppeteer,Enter the world of a puppeteer and uncover the secrets behind his sinister puppet show. Can you escape before you become part of the show?,2,6,60,/berlin/live-escape-game-the-puppeteer/#fe-buchen,/berlin/live-escape-game-the-puppeteer/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/cloud.png,Fantasy,medium,false,
0,jamba-1.5-large,25.663524583s,36.083129959s,1,170694,65588,37910,https://final-escape.com/berlin/,Final Escape Berlin,Robot Paranoia,"In a futuristic world, you are trapped in a room controlled by a rogue AI. Can you outsmart the machine and escape?",2,6,60,/berlin/live-escape-game-robot-paranoia/#fe-buchen,/berlin/live-escape-game-robot-paranoia/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/cloud.png,Science Fiction,hard,false,
0,jamba-1.5-large,25.663524583s,36.083129959s,1,170694,65588,37910,https://final-escape.com/berlin/,Final Escape Berlin,Last Human,"In a post-apocalyptic world, you are the last human alive. Can you survive and escape the dangers that lurk in the shadows?",2,5,60,https://final-escape.com/berlin/live-escape-game-last-human/#fe-buchen,https://final-escape.com/berlin/live-escape-game-last-human/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/cloud.png,Science Fiction,hard,false,
0,jamba-1.5-large,25.663524583s,36.083129959s,1,170694,65588,37910,https://final-escape.com/berlin/,Final Escape Berlin,Das Geisterschiff,You find yourself trapped on a ghost ship. Can you solve the mysteries of the ship and escape before it's too late?,2,6,60,https://final-escape.com/berlin/live-escape-game-ghost-ship/,/berlin/live-escape-game-ghost-ship/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/cloud.png,Adventure,medium-hard,false,
1,jamba-1.5-large,11.788381417s,15.116619625s,1,713741,45302,23683,https://www.60-minutes.de/,60 MINUTES,,,0,0,0,,,,,,true,failed to unmarshal response: unexpected end of JSON input
2,jamba-1.5-large,13.901883542s,16.286757625s,1,192538,31676,12983,https://www.4walls-escape.com/,4Walls Escape,The Heist,"As a team of investigators, you reveal the most spectacular art theft in criminal history. Why does the ""Portrait of a Woman"" turn up again now - after 20 years?

[more...](https://www.4walls-escape.com/the-heist)",2,6,120,https://www.4walls-escape.com/the-heist,https://www.4walls-escape.com/the-heist,https://www.4walls-escape.com/img/game-11/teaser.jpg.jpg,Crime,4/5,false,
2,jamba-1.5-large,13.901883542s,16.286757625s,1,192538,31676,12983,https://www.4walls-escape.com/,4Walls Escape,Mysterious Crime,"What starts as a ""harmless"" burglary gradually turns out to be something much bigger. The discovery of a hidden family secret lies shrouded in mystery. Can you uncover it? Hopefully the clues won't literally get lost in the sand...

[more...](https://www.4walls-escape.com/mysterious-crime)",2,6,150,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/img/game-3/teaser.jpg.jpg,Crime,4/5,false,
2,jamba-1.5-large,13.901883542s,16.286757625s,1,192538,31676,12983,https://www.4walls-escape.com/,4Walls Escape,The Hunt,"The world is in an unprecedented state of emergency. Everyone has to deal with these new challenges. What does this mean? See for yourself by embarking on this “puzzling” quest filled with adventure and danger, along the way.

[more...](https://www.4walls-escape.com/the-hunt)",2,6,90,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/img/game-4/teaser.jpg.jpg,Adventure,3/5,false,
